id,vehicle_id,route,latitude,longitude,bearing,speed,current_status,occupancy_status,fetched_at
740243,G-10175,Green-D,42.32789,-71.17318,135,14.4,INCOMING_AT,,2026-06-29 13:44:48.580861+00:00
740242,G-10180,Green-D,42.35245,-71.06483,20,,STOPPED_AT,,2026-06-29 13:44:48.580857+00:00
740241,G-10187,Green-D,42.33723,-71.25208,135,4.1,STOPPED_AT,,2026-06-29 13:44:48.580854+00:00
740240,G-10191,Green-D,42.32931,-71.18043,135,15.4,IN_TRANSIT_TO,,2026-06-29 13:44:48.580850+00:00
740239,G-10192,Green-D,42.3237,-71.20392,225,10.2,INCOMING_AT,,2026-06-29 13:44:48.580846+00:00
740238,G-10022,Green-C,42.35188,-71.07085,240,,STOPPED_AT,,2026-06-29 13:44:48.580842+00:00
740237,G-10027,Green-C,42.34788,-71.08627,105,,INCOMING_AT,,2026-06-29 13:44:48.580839+00:00
740236,G-10035,Green-C,42.34881,-71.09509,90,,STOPPED_AT,,2026-06-29 13:44:48.580835+00:00
740235,G-10059,Green-C,42.34251,-71.11971,45,5.5,INCOMING_AT,,2026-06-29 13:44:48.580831+00:00
740234,G-10077,Green-C,42.33637,-71.14843,225,3.4,INCOMING_AT,,2026-06-29 13:44:48.580828+00:00
740233,G-10086,Green-C,42.34806,-71.08969,270,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580824+00:00
740232,G-10098,Green-C,42.33625,-71.14902,225,3.1,STOPPED_AT,,2026-06-29 13:44:48.580820+00:00
740231,G-10112,Green-C,42.35301,-71.06454,20,,INCOMING_AT,,2026-06-29 13:44:48.580816+00:00
740230,G-10134,Green-C,42.3392,-71.13582,225,9.1,IN_TRANSIT_TO,,2026-06-29 13:44:48.580812+00:00
740229,G-10167,Green-C,42.339,-71.13645,45,10.2,IN_TRANSIT_TO,,2026-06-29 13:44:48.580808+00:00
740228,G-10183,Green-C,42.35625,-71.06264,210,,STOPPED_AT,,2026-06-29 13:44:48.580805+00:00
740227,G-10002,Green-B,42.33843,-71.15274,45,2.3,STOPPED_AT,,2026-06-29 13:44:48.580802+00:00
740226,G-10019,Green-B,42.35045,-71.13107,225,3.4,INCOMING_AT,,2026-06-29 13:44:48.580798+00:00
740225,G-10020,Green-B,42.3518,-71.1217,135,5.1,INCOMING_AT,,2026-06-29 13:44:48.580795+00:00
740224,G-10046,Green-B,42.35614,-71.06243,30,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580792+00:00
740223,G-10049,Green-B,42.34788,-71.08627,105,,INCOMING_AT,,2026-06-29 13:44:48.580788+00:00
740222,G-10057,Green-B,42.34918,-71.10006,135,,STOPPED_AT,,2026-06-29 13:44:48.580786+00:00
740221,G-10061,Green-B,42.34811,-71.09211,310,,INCOMING_AT,,2026-06-29 13:44:48.580782+00:00
740220,G-10067,Green-B,42.34838,-71.13527,45,7.7,INCOMING_AT,,2026-06-29 13:44:48.580779+00:00
740219,G-10075,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 13:44:48.580775+00:00
740218,G-10083,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 13:44:48.580756+00:00
740217,G-10101,Green-B,42.34006,-71.16587,270,3.5,INCOMING_AT,,2026-06-29 13:44:48.580754+00:00
740216,G-10103,Green-B,42.34134,-71.14961,225,10.9,INCOMING_AT,,2026-06-29 13:44:48.580750+00:00
740215,G-10118,Green-B,42.35305,-71.06457,200,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580747+00:00
740214,O-548A6ABA,Orange,42.43773,-71.07093,185,,STOPPED_AT,,2026-06-29 13:44:48.580744+00:00
740213,O-548A6ABB,Orange,42.34418,-71.08004,40,,INCOMING_AT,,2026-06-29 13:44:48.580741+00:00
740212,O-548A700A,Orange,42.36473,-71.05958,330,,INCOMING_AT,,2026-06-29 13:44:48.580738+00:00
740211,O-548A74AC,Orange,42.39519,-71.07726,5,,INCOMING_AT,,2026-06-29 13:44:48.580736+00:00
740210,O-548A74B4,Orange,42.35533,-71.06059,25,,STOPPED_AT,,2026-06-29 13:44:48.580733+00:00
740209,O-548A74B8,Orange,42.41459,-71.07663,357,,INCOMING_AT,,2026-06-29 13:44:48.580729+00:00
740208,O-548A74BF,Orange,42.43772,-71.0708,185,,STOPPED_AT,,2026-06-29 13:44:48.580726+00:00
740207,O-548A78A9,Orange,42.3307,-71.09596,35,,STOPPED_AT,,2026-06-29 13:44:48.580722+00:00
740206,O-548A78AA,Orange,42.31682,-71.10443,25,,STOPPED_AT,,2026-06-29 13:44:48.580719+00:00
740205,O-548A78B7,Orange,42.30119,-71.11376,30,,STOPPED_AT,,2026-06-29 13:44:48.580715+00:00
740204,O-548A78BB,Orange,42.31678,-71.10459,205,,STOPPED_AT,,2026-06-29 13:44:48.580712+00:00
740203,O-548A78BD,Orange,42.32319,-71.09988,195,,STOPPED_AT,,2026-06-29 13:44:48.580708+00:00
740202,O-548A78C3,Orange,42.33653,-71.0897,220,,STOPPED_AT,,2026-06-29 13:44:48.580705+00:00
740201,O-548A78C7,Orange,42.35234,-71.06264,185,,STOPPED_AT,,2026-06-29 13:44:48.580700+00:00
740200,O-548A78D0,Orange,42.37147,-71.066,125,,INCOMING_AT,,2026-06-29 13:44:48.580696+00:00
740199,O-548A78DA,Orange,42.40274,-71.07717,177,,INCOMING_AT,,2026-06-29 13:44:48.580692+00:00
740198,O-548A78E7,Orange,42.37523,-71.07276,310,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580688+00:00
740197,B-548A672A,Blue,42.35908,-71.05509,260,,INCOMING_AT,,2026-06-29 13:44:48.580685+00:00
740196,B-548A78A6,Blue,42.38632,-71.00652,235,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580681+00:00
740195,B-548A78AC,Blue,42.39514,-70.99405,210,,INCOMING_AT,,2026-06-29 13:44:48.580679+00:00
740194,B-548A78BA,Blue,42.41512,-70.99082,200,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580675+00:00
740193,B-548A78C4,Blue,42.40918,-70.99267,355,,INCOMING_AT,,2026-06-29 13:44:48.580671+00:00
740192,B-548A78CA,Blue,42.38221,-71.01385,60,,INCOMING_AT,,2026-06-29 13:44:48.580668+00:00
740191,B-548A78D6,Blue,42.36624,-71.04178,40,,INCOMING_AT,,2026-06-29 13:44:48.580664+00:00
740190,B-548A78DF,Blue,42.359,-71.05859,100,,INCOMING_AT,,2026-06-29 13:44:48.580660+00:00
740189,B-548A78E4,Blue,42.36115,-71.06208,285,,STOPPED_AT,,2026-06-29 13:44:48.580657+00:00
740188,R-548A0004,Red,42.39638,-71.1386,260,,INCOMING_AT,,2026-06-29 13:44:48.580653+00:00
740187,R-548A5D6F,Red,42.35311,-71.05617,290,,INCOMING_AT,,2026-06-29 13:44:48.580650+00:00
740186,R-548A5F51,Red,42.35108,-71.05232,355,,INCOMING_AT,,2026-06-29 13:44:48.580647+00:00
740185,R-548A6272,Red,42.3723,-71.11585,135,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580643+00:00
740184,R-548A6553,Red,42.30663,-71.0546,10,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580640+00:00
740183,R-548A695C,Red,42.33022,-71.057,175,,STOPPED_AT,,2026-06-29 13:44:48.580637+00:00
740182,R-548A6AB3,Red,42.35648,-71.06265,130,,STOPPED_AT,,2026-06-29 13:44:48.580634+00:00
740181,R-548A6C54,Red,42.27315,-71.02737,315,,INCOMING_AT,,2026-06-29 13:44:48.580631+00:00
740180,R-548A6D6F,Red,42.36703,-71.10627,310,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580628+00:00
740179,R-548A6DE2,Red,42.39676,-71.12241,285,,STOPPED_AT,,2026-06-29 13:44:48.580625+00:00
740178,R-548A7316,Red,42.30048,-71.05893,195,,INCOMING_AT,,2026-06-29 13:44:48.580622+00:00
740177,R-548A74A7,Red,42.3617,-71.0776,95,,INCOMING_AT,,2026-06-29 13:44:48.580619+00:00
740176,R-548A74A8,Red,42.31054,-71.05362,15,,STOPPED_AT,,2026-06-29 13:44:48.580616+00:00
740175,R-548A7551,Red,42.39745,-71.13725,15,,INCOMING_AT,,2026-06-29 13:44:48.580613+00:00
740174,R-548A75C9,Red,42.211,-71.0011,10,,IN_TRANSIT_TO,,2026-06-29 13:44:48.580610+00:00
740173,R-548A7856,Red,42.25203,-71.00551,150,,STOPPED_AT,,2026-06-29 13:44:48.580608+00:00
740172,R-548A78B0,Red,42.39618,-71.14054,85,,STOPPED_AT,,2026-06-29 13:44:48.580605+00:00
740171,R-548A78B1,Red,42.38014,-71.11979,0,,INCOMING_AT,,2026-06-29 13:44:48.580602+00:00
740170,R-548A78EC,Red,42.36246,-71.08581,275,,STOPPED_AT,,2026-06-29 13:44:48.580599+00:00
740169,R-548A78F4,Red,42.38388,-71.11979,185,,INCOMING_AT,,2026-06-29 13:44:48.580596+00:00
740168,R-548A7907,Red,42.28458,-71.06377,330,,STOPPED_AT,,2026-06-29 13:44:48.580593+00:00
740167,R-548A7922,Red,42.35252,-71.05533,130,,STOPPED_AT,,2026-06-29 13:44:48.580585+00:00
740166,B-548A672A,Blue,42.36581,-71.04263,215,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928257+00:00
740165,B-548A78A6,Blue,42.38867,-70.99973,230,,INCOMING_AT,,2026-06-29 13:42:46.928254+00:00
740164,B-548A78AC,Blue,42.40633,-70.99231,170,,INCOMING_AT,,2026-06-29 13:42:46.928252+00:00
740163,B-548A78BA,Blue,42.41577,-70.99044,20,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928249+00:00
740162,B-548A78C4,Blue,42.3972,-70.99254,30,,STOPPED_AT,,2026-06-29 13:42:46.928246+00:00
740161,B-548A78CA,Blue,42.37797,-71.02594,45,,INCOMING_AT,,2026-06-29 13:42:46.928244+00:00
740160,B-548A78D6,Blue,42.35956,-71.05162,80,,STOPPED_AT,,2026-06-29 13:42:46.928241+00:00
740159,B-548A78DF,Blue,42.36115,-71.06208,105,,STOPPED_AT,,2026-06-29 13:42:46.928238+00:00
740158,B-548A78E4,Blue,42.35948,-71.05966,330,,STOPPED_AT,,2026-06-29 13:42:46.928234+00:00
740157,G-10008,Green-E,42.33613,-71.09959,45,5.1,STOPPED_AT,,2026-06-29 13:42:46.928231+00:00
740156,G-10014,Green-E,42.33218,-71.11179,225,5.7,INCOMING_AT,,2026-06-29 13:42:46.928228+00:00
740155,G-10015,Green-E,42.33688,-71.09775,225,5.7,INCOMING_AT,,2026-06-29 13:42:46.928224+00:00
740154,G-10031,Green-E,42.33791,-71.09507,225,6.3,STOPPED_AT,,2026-06-29 13:42:46.928221+00:00
740153,G-10033,Green-E,42.39492,-71.10733,151,8.5,INCOMING_AT,,2026-06-29 13:42:46.928219+00:00
740152,G-10040,Green-E,42.36238,-71.05804,175,,STOPPED_AT,,2026-06-29 13:42:46.928215+00:00
740151,G-10054,Green-E,42.37467,-71.08149,145,4.8,INCOMING_AT,,2026-06-29 13:42:46.928213+00:00
740150,G-10073,Green-E,42.35986,-71.05891,35,,INCOMING_AT,,2026-06-29 13:42:46.928210+00:00
740149,G-10095,Green-E,42.35551,-71.06316,30,,STOPPED_AT,,2026-06-29 13:42:46.928206+00:00
740148,G-10099,Green-E,42.37815,-71.08535,325,3.0,INCOMING_AT,,2026-06-29 13:42:46.928203+00:00
740147,G-10106,Green-E,42.34977,-71.07825,60,,STOPPED_AT,,2026-06-29 13:42:46.928200+00:00
740146,G-10109,Green-E,42.35188,-71.07085,240,,STOPPED_AT,,2026-06-29 13:42:46.928196+00:00
740145,G-10126,Green-E,42.34055,-71.08837,45,7.5,IN_TRANSIT_TO,,2026-06-29 13:42:46.928193+00:00
740144,G-10128,Green-E,42.3454,-71.08181,225,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928188+00:00
740143,G-10139,Green-E,42.40839,-71.1173,151,,STOPPED_AT,,2026-06-29 13:42:46.928185+00:00
740142,G-10165,Green-E,42.37981,-71.08691,325,3.9,STOPPED_AT,,2026-06-29 13:42:46.928182+00:00
740141,G-10009,Green-D,42.31891,-71.21649,135,4.4,STOPPED_AT,,2026-06-29 13:42:46.928179+00:00
740140,G-10036,Green-D,42.33572,-71.14453,270,5.0,IN_TRANSIT_TO,,2026-06-29 13:42:46.928175+00:00
740139,G-10052,Green-D,42.3355,-71.11319,225,16.8,INCOMING_AT,,2026-06-29 13:42:46.928172+00:00
740138,G-10063,Green-D,42.35929,-71.05951,215,,INCOMING_AT,,2026-06-29 13:42:46.928168+00:00
740137,G-10080,Green-D,42.36633,-71.0669,120,5.2,IN_TRANSIT_TO,,2026-06-29 13:42:46.928164+00:00
740136,G-10084,Green-D,42.37705,-71.09396,300,,STOPPED_AT,,2026-06-29 13:42:46.928160+00:00
740135,G-10096,Green-D,42.37695,-71.09396,120,,STOPPED_AT,,2026-06-29 13:42:46.928156+00:00
740134,G-10104,Green-D,42.36691,-71.06811,305,3.1,STOPPED_AT,,2026-06-29 13:42:46.928153+00:00
740133,G-10113,Green-D,42.36543,-71.06039,315,,INCOMING_AT,,2026-06-29 13:42:46.928149+00:00
740132,G-10117,Green-D,42.34881,-71.09509,90,,STOPPED_AT,,2026-06-29 13:42:46.928145+00:00
740131,G-10121,Green-D,42.34059,-71.11077,0,15.5,INCOMING_AT,,2026-06-29 13:42:46.928142+00:00
740130,G-10124,Green-D,42.33376,-71.13659,135,17.9,IN_TRANSIT_TO,,2026-06-29 13:42:46.928139+00:00
740129,G-10140,Green-D,42.32662,-71.23166,315,12.9,IN_TRANSIT_TO,,2026-06-29 13:42:46.928136+00:00
740128,G-10152,Green-D,42.34996,-71.07792,240,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928132+00:00
740127,G-10175,Green-D,42.32945,-71.19231,45,5.0,STOPPED_AT,,2026-06-29 13:42:46.928128+00:00
740126,G-10180,Green-D,42.3518,-71.07081,60,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928125+00:00
740125,G-10187,Green-D,42.33723,-71.25208,135,4.1,STOPPED_AT,,2026-06-29 13:42:46.928122+00:00
740124,G-10192,Green-D,42.3298,-71.1915,270,6.2,INCOMING_AT,,2026-06-29 13:42:46.928119+00:00
740123,G-10022,Green-C,42.35305,-71.06457,200,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928115+00:00
740122,G-10027,Green-C,42.34788,-71.08627,105,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928111+00:00
740121,G-10035,Green-C,42.34819,-71.09927,60,,INCOMING_AT,,2026-06-29 13:42:46.928108+00:00
740120,G-10059,Green-C,42.34195,-71.12198,45,5.0,STOPPED_AT,,2026-06-29 13:42:46.928104+00:00
740119,G-10077,Green-C,42.33758,-71.14277,225,4.2,IN_TRANSIT_TO,,2026-06-29 13:42:46.928101+00:00
740118,G-10086,Green-C,42.34996,-71.07792,240,,INCOMING_AT,,2026-06-29 13:42:46.928098+00:00
740117,G-10098,Green-C,42.33625,-71.14902,225,3.1,STOPPED_AT,,2026-06-29 13:42:46.928094+00:00
740116,G-10112,Green-C,42.3518,-71.07081,60,,INCOMING_AT,,2026-06-29 13:42:46.928091+00:00
740115,G-10134,Green-C,42.33971,-71.13094,270,5.1,STOPPED_AT,,2026-06-29 13:42:46.928087+00:00
740114,G-10167,Green-C,42.33759,-71.14246,45,5.0,STOPPED_AT,,2026-06-29 13:42:46.928083+00:00
740113,G-10183,Green-C,42.35554,-71.06322,30,,STOPPED_AT,,2026-06-29 13:42:46.928081+00:00
740112,G-10002,Green-B,42.33942,-71.1572,135,,STOPPED_AT,,2026-06-29 13:42:46.928078+00:00
740111,G-10019,Green-B,42.35139,-71.12584,225,8.6,INCOMING_AT,,2026-06-29 13:42:46.928075+00:00
740110,G-10020,Green-B,42.3517,-71.1253,45,4.8,STOPPED_AT,,2026-06-29 13:42:46.928071+00:00
740109,G-10046,Green-B,42.35301,-71.06454,20,,INCOMING_AT,,2026-06-29 13:42:46.928069+00:00
740108,G-10049,Green-B,42.34788,-71.08627,105,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928066+00:00
740107,G-10057,Green-B,42.3497,-71.10436,135,5.5,STOPPED_AT,,2026-06-29 13:42:46.928063+00:00
740106,G-10061,Green-B,42.34791,-71.08631,285,,STOPPED_AT,,2026-06-29 13:42:46.928060+00:00
740105,G-10067,Green-B,42.3482,-71.1405,0,5.9,STOPPED_AT,,2026-06-29 13:42:46.928057+00:00
740104,G-10075,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 13:42:46.928053+00:00
740103,G-10083,Green-B,42.34018,-71.16709,135,,STOPPED_AT,,2026-06-29 13:42:46.928050+00:00
740102,G-10101,Green-B,42.33949,-71.15723,315,5.6,STOPPED_AT,,2026-06-29 13:42:46.928047+00:00
740101,G-10103,Green-B,42.34413,-71.14262,225,5.9,STOPPED_AT,,2026-06-29 13:42:46.928044+00:00
740100,G-10118,Green-B,42.35625,-71.06264,210,,STOPPED_AT,,2026-06-29 13:42:46.928041+00:00
740099,O-548A6ABA,Orange,42.43014,-71.0729,20,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928038+00:00
740098,O-548A6ABB,Orange,42.33643,-71.08957,40,,STOPPED_AT,,2026-06-29 13:42:46.928034+00:00
740097,O-548A700A,Orange,42.35809,-71.0577,355,,INCOMING_AT,,2026-06-29 13:42:46.928031+00:00
740096,O-548A74AC,Orange,42.38425,-71.07695,355,,STOPPED_AT,,2026-06-29 13:42:46.928028+00:00
740095,O-548A74B4,Orange,42.34878,-71.06468,50,,STOPPED_AT,,2026-06-29 13:42:46.928026+00:00
740094,O-548A74B8,Orange,42.40161,-71.07713,357,,STOPPED_AT,,2026-06-29 13:42:46.928022+00:00
740093,O-548A74BF,Orange,42.43772,-71.0708,185,,STOPPED_AT,,2026-06-29 13:42:46.928019+00:00
740092,O-548A78A9,Orange,42.32319,-71.09982,15,,STOPPED_AT,,2026-06-29 13:42:46.928015+00:00
740091,O-548A78AA,Orange,42.3054,-71.11077,30,,INCOMING_AT,,2026-06-29 13:42:46.928012+00:00
740090,O-548A78B7,Orange,42.3085,-71.10893,210,,IN_TRANSIT_TO,,2026-06-29 13:42:46.928008+00:00
740089,O-548A78BB,Orange,42.32517,-71.09892,195,,INCOMING_AT,,2026-06-29 13:42:46.928004+00:00
740088,O-548A78BD,Orange,42.33234,-71.09452,220,,INCOMING_AT,,2026-06-29 13:42:46.928000+00:00
740087,O-548A78C3,Orange,42.34544,-71.07865,220,,INCOMING_AT,,2026-06-29 13:42:46.927996+00:00
740086,O-548A78C7,Orange,42.35881,-71.05782,175,,STOPPED_AT,,2026-06-29 13:42:46.927993+00:00
740085,O-548A78D0,Orange,42.37736,-71.07505,150,,INCOMING_AT,,2026-06-29 13:42:46.927990+00:00
740084,O-548A78DA,Orange,42.42462,-71.07519,200,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927986+00:00
740083,O-548A78E7,Orange,42.36809,-71.06264,330,,INCOMING_AT,,2026-06-29 13:42:46.927983+00:00
740082,B-548A672A,Blue,42.36581,-71.04263,215,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927980+00:00
740081,B-548A78A6,Blue,42.38867,-70.99973,230,,INCOMING_AT,,2026-06-29 13:42:46.927978+00:00
740080,B-548A78AC,Blue,42.40633,-70.99231,170,,INCOMING_AT,,2026-06-29 13:42:46.927974+00:00
740079,B-548A78BA,Blue,42.41577,-70.99044,20,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927971+00:00
740078,B-548A78C4,Blue,42.3972,-70.99254,30,,STOPPED_AT,,2026-06-29 13:42:46.927968+00:00
740077,B-548A78CA,Blue,42.37797,-71.02594,45,,INCOMING_AT,,2026-06-29 13:42:46.927965+00:00
740076,B-548A78D6,Blue,42.35956,-71.05162,80,,STOPPED_AT,,2026-06-29 13:42:46.927962+00:00
740075,B-548A78DF,Blue,42.36115,-71.06208,105,,STOPPED_AT,,2026-06-29 13:42:46.927958+00:00
740074,B-548A78E4,Blue,42.35948,-71.05966,330,,STOPPED_AT,,2026-06-29 13:42:46.927954+00:00
740073,R-548A0004,Red,42.39679,-71.124,285,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927950+00:00
740072,R-548A5D6F,Red,42.35108,-71.05232,355,,INCOMING_AT,,2026-06-29 13:42:46.927947+00:00
740071,R-548A5F51,Red,42.3379,-71.05696,0,,INCOMING_AT,,2026-06-29 13:42:46.927944+00:00
740070,R-548A6272,Red,42.3796,-71.1203,185,,INCOMING_AT,,2026-06-29 13:42:46.927941+00:00
740069,R-548A6553,Red,42.29593,-71.0499,330,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927938+00:00
740068,R-548A695C,Red,42.34256,-71.05712,175,,STOPPED_AT,,2026-06-29 13:42:46.927935+00:00
740067,R-548A6AB3,Red,42.36122,-71.07162,95,,STOPPED_AT,,2026-06-29 13:42:46.927932+00:00
740066,R-548A6C54,Red,42.2583,-71.01168,315,,INCOMING_AT,,2026-06-29 13:42:46.927929+00:00
740065,R-548A6D6F,Red,42.36554,-71.10401,310,,STOPPED_AT,,2026-06-29 13:42:46.927926+00:00
740064,R-548A6DE2,Red,42.39082,-71.1188,0,,INCOMING_AT,,2026-06-29 13:42:46.927923+00:00
740063,R-548A7316,Red,42.30878,-71.05441,195,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927921+00:00
740062,R-548A74A7,Red,42.36243,-71.08581,95,,STOPPED_AT,,2026-06-29 13:42:46.927918+00:00
740061,R-548A74A8,Red,42.30028,-71.05982,85,,IN_TRANSIT_TO,,2026-06-29 13:42:46.927916+00:00
740060,R-548A7551,Red,42.39621,-71.14054,85,,STOPPED_AT,,2026-06-29 13:42:46.927912+00:00
740059,R-548A75C9,Red,42.20749,-71.00156,10,,STOPPED_AT,,2026-06-29 13:42:46.927909+00:00
740058,R-548A7856,Red,42.25752,-71.011,135,,INCOMING_AT,,2026-06-29 13:42:46.927906+00:00
740057,R-548A78B0,Red,42.39618,-71.14054,85,,STOPPED_AT,,2026-06-29 13:42:46.927903+00:00
740056,R-548A78B1,Red,42.37293,-71.11652,350,,INCOMING_AT,,2026-06-29 13:42:46.927899+00:00
740055,R-548A78EC,Red,42.36246,-71.08581,275,,STOPPED_AT,,2026-06-29 13:42:46.927896+00:00
740054,R-548A78F4,Red,42.39202,-71.11925,175,,INCOMING_AT,,2026-06-29 13:42:46.927893+00:00
740053,R-548A7907,Red,42.28458,-71.06377,330,,STOPPED_AT,,2026-06-29 13:42:46.927890+00:00
740052,R-548A7922,Red,42.35524,-71.06018,135,,STOPPED_AT,,2026-06-29 13:42:46.927884+00:00
740051,B-548A672A,Blue,42.37233,-71.03312,260,,INCOMING_AT,,2026-06-29 13:40:45.243825+00:00
740050,B-548A78A6,Blue,42.39721,-70.99258,210,,STOPPED_AT,,2026-06-29 13:40:45.243823+00:00
740049,B-548A78AC,Blue,42.41352,-70.99167,200,,STOPPED_AT,,2026-06-29 13:40:45.243822+00:00
740048,B-548A78BA,Blue,42.4135,-70.99162,20,,STOPPED_AT,,2026-06-29 13:40:45.243820+00:00
740047,B-548A78C4,Blue,42.38821,-71.00064,50,,INCOMING_AT,,2026-06-29 13:40:45.243819+00:00
740046,B-548A78C5,Blue,42.37968,-71.02276,65,,STOPPED_AT,,2026-06-29 13:40:45.243817+00:00
740045,B-548A78CA,Blue,42.37231,-71.03554,90,,INCOMING_AT,,2026-06-29 13:40:45.243816+00:00
740044,B-548A78D6,Blue,42.35905,-71.05885,100,,INCOMING_AT,,2026-06-29 13:40:45.243814+00:00
740043,B-548A78DF,Blue,42.36116,-71.06282,105,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243812+00:00
740042,B-548A78E4,Blue,42.35937,-71.05298,260,,INCOMING_AT,,2026-06-29 13:40:45.243810+00:00
740041,G-10008,Green-E,42.33412,-71.10484,45,4.8,INCOMING_AT,,2026-06-29 13:40:45.243808+00:00
740040,G-10014,Green-E,42.33328,-71.1071,270,5.6,INCOMING_AT,,2026-06-29 13:40:45.243807+00:00
740039,G-10015,Green-E,42.33897,-71.09246,225,2.5,INCOMING_AT,,2026-06-29 13:40:45.243805+00:00
740038,G-10031,Green-E,42.34009,-71.0897,225,4.5,STOPPED_AT,,2026-06-29 13:40:45.243803+00:00
740037,G-10033,Green-E,42.40203,-71.11262,151,15.3,INCOMING_AT,,2026-06-29 13:40:45.243801+00:00
740036,G-10040,Green-E,42.36427,-71.05936,135,,INCOMING_AT,,2026-06-29 13:40:45.243798+00:00
740035,G-10054,Green-E,42.37979,-71.0871,145,4.5,STOPPED_AT,,2026-06-29 13:40:45.243797+00:00
740034,G-10073,Green-E,42.35614,-71.06243,30,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243795+00:00
740033,G-10095,Green-E,42.35301,-71.06454,20,,INCOMING_AT,,2026-06-29 13:40:45.243792+00:00
740032,G-10099,Green-E,42.37429,-71.0811,325,6.5,IN_TRANSIT_TO,,2026-06-29 13:40:45.243789+00:00
740031,G-10106,Green-E,42.34582,-71.08114,45,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243786+00:00
740030,G-10109,Green-E,42.35305,-71.06457,200,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243783+00:00
740029,G-10126,Green-E,42.33882,-71.09274,45,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243780+00:00
740028,G-10128,Green-E,42.34587,-71.08123,225,,STOPPED_AT,,2026-06-29 13:40:45.243776+00:00
740027,G-10139,Green-E,42.40839,-71.1173,151,,STOPPED_AT,,2026-06-29 13:40:45.243757+00:00
740026,G-10165,Green-E,42.37684,-71.08411,325,4.4,IN_TRANSIT_TO,,2026-06-29 13:40:45.243755+00:00
740025,G-10009,Green-D,42.32566,-71.23042,135,4.5,STOPPED_AT,,2026-06-29 13:40:45.243753+00:00
740024,G-10036,Green-D,42.33326,-71.1356,315,17.3,INCOMING_AT,,2026-06-29 13:40:45.243751+00:00
740023,G-10052,Green-D,42.34412,-71.10642,225,5.0,INCOMING_AT,,2026-06-29 13:40:45.243750+00:00
740022,G-10063,Green-D,42.36234,-71.05804,175,,INCOMING_AT,,2026-06-29 13:40:45.243748+00:00
740021,G-10080,Green-D,42.36768,-71.06968,125,10.6,INCOMING_AT,,2026-06-29 13:40:45.243746+00:00
740020,G-10084,Green-D,42.37705,-71.09396,300,,STOPPED_AT,,2026-06-29 13:40:45.243744+00:00
740019,G-10096,Green-D,42.37695,-71.09396,120,,STOPPED_AT,,2026-06-29 13:40:45.243742+00:00
740018,G-10104,Green-D,42.36607,-71.061,315,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243740+00:00
740017,G-10113,Green-D,42.35986,-71.05891,35,,INCOMING_AT,,2026-06-29 13:40:45.243738+00:00
740016,G-10117,Green-D,42.34763,-71.10143,60,,IN_TRANSIT_TO,,2026-06-29 13:40:45.243736+00:00
740015,G-10121,Green-D,42.33203,-71.11811,45,10.5,INCOMING_AT,,2026-06-29 13:40:45.243734+00:00
740014,G-10124,Green-D,42.33599,-71.14251,90,5.0,INCOMING_AT,,2026-06-29 13:40:45.243732+00:00
740013,G-10140,Green-D,42.31899,-71.2165,315,5.7,STOPPED_AT,,2026-06-29 13:40:45.243729+00:00
740012,G-10152,Green-D,42.35164,-71.07172,240,,INCOMING_AT,,2026-06-29 13:40:45.243726+00:00
740011,G-10175,Green-D,42.32355,-71.20401,45,12.6,IN_TRANSIT_TO,,2026-06-29 13:40:45.243722+00:00
740010,G-10180,Green-D,42.34997,-71.07748,60,,INCOMING_AT,,2026-06-29 13:40:45.243719+00:00
740009,G-10186,Green-D,42.32877,-71.17732,315,7.0,IN_TRANSIT_TO,,2026-06-29 13:40:45.243716+00:00
